Voter File VANID,Sex,YEARXXScoreSName,DemPartySup2,NatTO,2020:CivSpan,2020:VolProp,TDPPartisan,BRResearchBetoSuppor,BRResearchBetoTurnou,DNCDemPartySupportV1,TO2022,Age,RaceName,PrecinctName
243,F,53.31,96.02,99.28,0.11,98.0,98.77,99.72,95.3,93.85,96.69,62.0,African-American,624.0
244,F,43.13,94.52,93.55,0.03,,95.03,99.01,77.94,89.99,93.67,53.0,Caucasian,1102.0
245,M,41.04,86.94,89.42,0.06,,80.19,97.24,96.1,81.53,86.18,71.0,Caucasian,639.0
246,M,56.65,92.31,98.6,1.34,47.0,97.45,92.29,77.78,93.7,88.18,37.0,Hispanic,803.0
247,F,63.5,30.06,25.08,0.02,,46.84,12.85,16.7,51.65,23.51,38.0,Caucasian,772.0
248,F,65.48,96.75,98.41,0.03,99.0,99.52,99.14,95.0,97.42,92.31,60.0,Caucasian,1112.0
249,F,61.89,91.84,94.46,0.05,74.0,97.68,97.61,91.0,89.04,91.32,71.0,African-American,619.0
250,F,63.5,77.9,98.26,0.05,92.0,95.75,78.87,93.8,78.87,91.21,50.0,Caucasian,803.0
251,M,62.65,58.0,88.23,0.11,86.0,91.84,61.22,75.82,73.2,79.22,70.0,Asian,803.0
252,F,56.65,36.75,81.97,0.17,99.0,81.75,48.73,48.0,54.9,68.63,44.0,Caucasian,143.0
253,M,56.65,68.97,26.63,0.03,,42.66,34.47,10.5,59.18,11.41,43.0,Caucasian,772.0
254,M,25.77,77.95,79.61,32.69,50.0,79.08,78.58,74.12,77.87,78.18,55.0,Hispanic,143.0
255,F,28.43,87.67,67.45,0.03,,72.92,86.76,70.9,88.03,60.91,60.0,African-American,1112.0
256,F,59.11,76.0,87.75,0.06,98.0,88.18,42.51,84.2,69.53,80.83,54.0,Asian,1056.0
257,F,29.12,37.92,11.37,0.1,,21.69,40.21,43.6,51.69,52.28,44.0,Caucasian,1054.0
258,M,58.47,88.17,98.35,0.02,,87.18,68.73,95.1,86.54,96.65,82.0,Caucasian,511.0
259,M,73.56,91.8,97.26,0.09,64.0,84.62,88.12,92.9,82.7,96.02,65.0,Middle Eastern,772.0
260,M,73.56,63.4,98.65,0.01,92.0,89.79,84.23,88.3,62.61,90.38,44.0,Caucasian,772.0
261,F,70.26,90.49,90.27,0.21,80.0,93.48,77.75,85.7,87.54,87.0,49.0,Caucasian,803.0
262,M,55.22,90.7,85.09,0.03,21.0,91.95,92.84,78.21,81.06,80.13,54.0,African-American,803.0
263,M,52.94,93.1,88.42,1.03,71.0,98.02,81.49,69.78,91.68,86.52,39.0,Hispanic,143.0
264,F,5.0,56.19,19.54,51.43,26.0,73.39,46.96,11.39,80.52,34.56,68.0,Hispanic,862.0
265,F,65.48,50.01,96.87,7.78,92.0,92.07,89.63,95.3,76.82,91.59,61.0,Caucasian,772.0
266,F,39.65,95.31,99.11,0.01,,95.66,81.93,95.8,92.92,97.17,66.0,Caucasian,522.0
267,F,63.5,90.56,97.28,0.04,,92.35,97.84,80.07,92.83,82.41,54.0,Caucasian,644.0
268,M,59.11,53.01,74.77,0.02,50.0,80.83,68.12,85.0,51.19,89.86,84.0,Caucasian,143.0
269,F,65.48,93.87,98.57,5.23,99.0,99.25,99.65,79.64,96.28,89.59,49.0,Hispanic,991.0
270,M,65.6,77.21,98.04,0.73,83.0,94.35,76.1,93.6,71.74,90.59,75.0,Japanese,644.0
271,F,56.65,62.42,29.89,25.39,99.0,49.91,45.0,10.11,57.47,16.11,57.0,Hispanic,991.0
272,F,46.19,90.06,99.3,0.39,,95.17,91.25,96.3,87.1,96.07,71.0,Caucasian,991.0
273,F,39.65,84.6,86.79,0.06,,93.03,79.87,83.6,89.54,84.52,51.0,Caucasian,509.0
274,F,22.85,46.93,88.85,3.78,81.0,31.11,8.89,68.59,71.83,74.23,45.0,Hispanic,603.0
275,M,39.65,78.24,23.56,0.01,49.0,84.82,86.06,60.4,82.29,81.26,41.0,African-American,143.0
276,M,58.47,91.36,99.55,0.01,,89.21,98.93,84.06,93.94,89.02,48.0,African-American,893.0
277,F,43.46,91.83,98.82,0.03,47.0,99.32,96.67,91.1,97.04,84.09,35.0,Caucasian,751.0
278,F,39.65,44.05,44.89,2.45,67.0,61.63,41.39,36.38,57.68,60.57,37.0,Hispanic,143.0
279,F,41.04,89.77,98.94,44.96,,96.68,87.29,80.75,88.77,90.09,60.0,Hispanic,644.0
280,F,62.65,96.07,99.41,0.06,95.0,97.63,98.11,93.0,93.7,92.96,44.0,African-American,893.0
281,M,41.04,44.05,91.32,0.03,60.0,62.55,24.65,82.2,51.98,25.64,49.0,Caucasian,644.0
282,M,56.65,86.9,97.92,0.02,82.0,92.22,96.9,93.8,81.42,88.73,50.0,Caucasian,644.0
283,M,49.72,92.03,98.77,0.07,84.0,98.08,98.0,83.79,92.95,91.83,46.0,Caucasian,1055.0
284,M,23.27,48.14,16.67,0.17,,33.56,24.26,10.3,63.13,8.82,40.0,Caucasian,751.0
285,M,69.8,84.28,96.54,0.06,,94.93,97.63,91.9,88.11,87.59,39.0,Caucasian,619.0
286,M,58.47,96.3,98.44,0.01,95.0,99.3,99.86,96.1,96.53,94.28,73.0,Caucasian,709.0
287,M,70.58,66.65,98.76,0.01,75.0,72.36,98.74,95.6,72.53,93.35,65.0,African-American,1055.0
288,M,62.65,73.88,2.36,0.06,,53.8,74.99,22.1,71.07,0.88,51.0,Caucasian,522.0
289,M,59.11,93.67,95.01,0.09,92.0,93.98,86.45,86.0,76.88,90.15,49.0,Caucasian,522.0
290,F,25.58,32.91,86.24,0.68,,44.3,1.33,78.03,66.68,78.22,64.0,Caucasian,603.0
291,M,59.11,43.96,93.61,0.01,,20.64,31.73,82.4,53.35,92.34,51.0,Caucasian,709.0
292,M,73.56,93.89,87.07,0.11,43.0,95.38,85.55,80.5,88.67,74.92,44.0,Caucasian,1056.0
293,F,61.89,92.58,99.32,0.05,92.0,98.19,86.99,93.8,92.5,96.37,49.0,Caucasian,709.0
294,F,28.43,74.39,98.93,1.98,,22.59,9.25,77.52,55.95,89.17,48.0,Hispanic,772.0
295,M,70.58,93.95,99.48,0.03,90.0,96.24,99.61,92.8,89.69,93.08,43.0,Caucasian,772.0
296,F,43.13,73.42,90.13,20.59,58.0,92.27,63.97,71.23,78.44,79.0,53.0,Hispanic,1078.0
297,F,55.22,96.04,99.41,5.58,91.0,99.17,99.43,94.4,95.84,96.72,55.0,African-American,923.0
298,M,28.43,90.39,99.19,9.96,52.0,97.22,79.91,81.0,92.27,88.79,62.0,Hispanic,1078.0
299,F,70.26,86.7,68.0,0.03,79.0,86.15,65.88,48.79,87.75,63.48,48.0,Asian,1055.0
300,M,10.35,95.91,98.4,0.01,,99.31,91.77,95.8,96.55,94.15,78.0,Caucasian,639.0
301,M,59.11,93.34,96.26,0.01,,70.0,90.66,90.2,84.46,91.89,86.0,Caucasian,143.0
302,M,83.07,74.09,99.78,0.06,79.0,86.47,47.35,92.5,64.84,98.51,67.0,Caucasian,899.0
303,M,70.26,92.91,99.77,0.05,78.0,98.37,98.81,95.3,92.75,98.37,61.0,African-American,143.0
304,M,61.89,70.4,82.95,0.01,33.0,78.14,93.79,70.38,61.0,68.68,41.0,,149.0
305,M,39.65,78.01,92.62,0.04,,82.21,95.76,96.1,80.01,81.22,69.0,Caucasian,1054.0
306,F,25.58,76.24,73.91,0.14,75.0,88.08,77.97,85.0,71.42,80.54,88.0,Caucasian,547.0
307,F,43.46,90.61,85.28,15.88,,80.62,86.49,72.33,89.14,74.1,48.0,Hispanic,331.0
308,M,35.94,62.87,90.35,0.01,,38.74,39.73,75.2,62.19,82.44,51.0,Caucasian,362.0
309,F,46.19,94.08,98.27,11.02,81.0,97.39,93.44,79.73,95.21,83.28,50.0,Hispanic,547.0
310,F,75.9,97.16,84.19,1.13,93.0,98.98,96.94,88.4,94.91,89.25,83.0,Jewish,362.0
311,M,52.94,94.35,99.09,0.01,80.0,98.49,98.46,94.5,93.03,89.52,56.0,Caucasian,331.0
312,M,34.36,89.94,77.34,47.38,46.0,88.15,74.9,41.82,88.78,25.31,71.0,Hispanic,362.0
313,M,59.11,85.79,97.92,0.04,63.0,97.86,97.45,81.6,94.2,86.59,75.0,Caucasian,709.0
314,F,59.11,84.4,88.52,0.85,68.0,93.52,97.58,69.1,84.9,76.2,47.0,Hispanic,862.0
315,M,39.65,88.22,6.04,0.33,,43.27,75.48,38.8,69.47,6.21,76.0,African-American,862.0
316,M,28.43,59.75,87.51,0.07,99.0,93.74,71.55,38.7,79.6,46.88,58.0,Caucasian,547.0
317,F,39.65,48.59,93.92,0.04,,48.93,21.19,62.9,50.04,92.62,49.0,Caucasian,906.0
318,F,63.5,96.33,98.56,0.1,,98.7,97.3,96.1,94.08,91.69,70.0,African-American,362.0
319,M,20.67,45.75,39.0,0.38,,70.26,40.83,8.67,56.36,23.95,38.0,Hispanic,331.0
320,M,70.26,94.9,99.32,0.02,2.0,98.7,94.44,95.3,93.61,96.89,81.0,Caucasian,906.0
321,M,43.13,31.54,84.44,0.02,,31.79,19.13,88.5,56.02,90.16,73.0,Caucasian,362.0
322,F,70.26,49.58,94.82,0.06,86.0,79.13,88.25,88.8,57.64,81.67,71.0,Caucasian,362.0
323,F,49.92,84.42,98.4,0.29,,73.62,95.68,93.4,74.12,89.73,48.0,Caucasian,362.0
324,F,49.72,93.47,97.82,0.07,,97.23,91.87,95.9,93.31,84.21,66.0,Caucasian,362.0
325,F,51.94,97.14,97.41,0.14,4.0,99.46,99.61,85.59,97.32,97.03,82.0,African-American,1055.0
326,F,51.94,90.57,84.49,3.55,84.0,79.91,80.69,71.65,89.25,72.42,45.0,Hispanic,923.0
327,M,67.24,94.51,99.71,0.1,20.0,98.43,94.44,81.6,92.22,98.49,68.0,Asian,923.0
328,F,55.22,64.85,76.62,0.1,,27.21,83.0,58.6,56.36,64.73,49.0,Caucasian,923.0
329,M,55.22,95.02,97.73,0.11,47.0,99.25,96.83,94.6,96.24,93.3,57.0,Arab-Muslim,923.0
330,M,62.65,68.79,83.71,0.04,,24.5,42.53,51.6,55.01,64.2,57.0,Caucasian,906.0
331,M,61.89,94.89,84.63,0.2,83.0,99.05,99.68,83.8,95.34,74.23,85.0,Arab-Muslim,619.0
332,F,46.19,79.1,27.32,0.02,40.0,48.26,43.01,41.73,79.7,51.66,47.0,Asian,862.0
333,F,39.65,61.88,83.03,27.56,,67.44,34.43,66.47,65.78,69.58,59.0,Hispanic,923.0
334,F,61.89,51.13,62.99,0.08,,53.97,48.64,39.4,74.8,82.59,37.0,Caucasian,862.0
335,F,70.26,83.91,83.85,0.37,,50.27,63.39,78.1,71.88,79.38,50.0,Caucasian,923.0
336,F,28.43,73.64,73.82,0.07,83.0,68.88,59.75,63.7,61.6,62.27,68.0,Caucasian,906.0
337,F,52.94,95.97,98.51,0.15,81.0,99.21,96.92,93.9,96.56,94.44,50.0,African-American,1055.0
338,F,61.89,88.8,98.77,1.24,,93.33,99.81,94.9,86.33,93.73,59.0,Caucasian,1055.0
339,F,61.89,42.96,80.91,0.07,68.0,61.13,26.9,58.31,61.26,76.64,39.0,Asian,362.0
340,F,65.48,80.49,99.11,1.4,,75.57,89.74,87.9,88.68,86.17,42.0,Caucasian,923.0
341,F,62.65,94.86,99.02,0.09,9.0,99.01,86.5,94.5,95.13,94.78,56.0,African-American,619.0
342,F,52.94,57.67,99.15,0.12,,45.51,92.65,86.6,74.01,95.14,47.0,Caucasian,906.0
343,M,67.24,52.95,35.93,0.0,,40.79,40.24,8.59,53.37,12.23,36.0,Asian,331.0
344,F,61.89,93.68,99.59,0.01,93.0,97.94,99.1,92.6,95.53,92.69,42.0,African-American,624.0
345,F,33.7,50.91,88.29,21.66,,74.32,45.19,67.15,50.74,75.79,53.0,Hispanic,1102.0
346,F,39.65,90.37,84.86,0.02,100.0,95.53,88.39,86.1,87.4,83.45,51.0,Caucasian,751.0
347,F,61.89,96.1,91.94,0.02,14.0,98.56,92.49,40.95,93.59,57.09,78.0,Caucasian,862.0
348,F,51.94,76.3,15.18,0.01,,52.78,64.81,30.68,77.21,8.58,81.0,Korean,862.0
349,F,57.0,96.25,98.97,0.02,72.0,98.92,98.75,82.89,95.22,94.01,40.0,African-American,901.0
350,M,39.65,52.53,7.4,2.07,,40.3,44.61,9.69,53.14,2.68,46.0,Hispanic,751.0
351,F,55.22,94.99,99.75,0.48,95.0,97.06,93.73,78.54,92.56,94.17,41.0,Caucasian,803.0
352,M,39.65,93.06,84.14,0.01,96.0,97.01,95.44,90.8,88.88,77.33,68.0,African-American,803.0
353,F,53.31,34.03,21.17,0.07,,22.99,22.39,57.12,63.04,50.79,62.0,Vietnamese,862.0
354,F,49.72,93.48,71.81,0.04,74.0,97.08,62.3,54.74,89.06,56.9,59.0,Asian,862.0
355,F,43.13,94.72,88.71,0.08,84.0,97.15,90.64,81.36,95.58,79.47,66.0,African-American,862.0
356,M,40.43,86.59,95.35,0.0,37.0,94.96,97.99,94.5,82.77,95.19,55.0,African-American,1102.0
357,M,73.56,93.35,98.9,0.01,89.0,97.92,97.72,84.42,91.21,86.11,49.0,Caucasian,1102.0
358,M,49.72,82.51,13.34,0.02,,53.12,37.37,49.55,54.65,37.57,61.0,Asian,862.0
359,F,52.94,29.53,52.87,0.33,,20.45,14.5,49.6,51.63,50.65,34.0,Hispanic,624.0
360,M,70.26,63.61,29.09,0.01,70.0,25.94,22.15,54.3,54.96,61.67,41.0,Caucasian,772.0
361,M,58.47,91.52,91.29,0.11,58.0,89.79,70.47,82.4,83.41,89.16,61.0,African-American,624.0
362,M,41.04,76.43,96.89,0.03,,77.13,90.8,92.6,76.9,84.18,43.0,Caucasian,1102.0
363,M,18.9,83.74,34.42,0.08,32.0,59.42,68.1,14.5,70.06,9.12,41.0,Caucasian,511.0
364,F,73.56,93.49,99.3,2.09,,96.28,18.32,94.5,82.82,93.09,67.0,Caucasian,772.0
365,F,75.45,96.08,97.42,0.08,99.0,98.61,98.93,95.3,95.05,93.18,62.0,Caucasian,772.0
366,F,61.89,72.65,98.94,0.11,,77.64,91.85,92.9,55.15,93.78,65.0,Caucasian,803.0
367,F,55.22,73.68,96.58,3.45,,77.86,72.2,72.42,58.47,94.82,57.0,Hispanic,893.0
368,F,69.8,89.09,98.45,0.02,64.0,92.75,89.99,95.1,91.1,90.47,60.0,Caucasian,906.0
369,F,59.11,88.23,99.48,0.18,,76.7,94.96,66.0,88.35,40.3,81.0,African-American,119.0
370,M,48.05,64.93,99.62,0.03,,93.39,76.92,86.2,75.09,89.76,36.0,Caucasian,149.0
371,M,41.04,29.39,23.96,0.23,,41.14,4.28,58.23,53.26,55.13,79.0,Asian,143.0
372,F,55.22,93.71,98.36,0.01,,97.19,92.62,95.3,93.46,90.34,62.0,Caucasian,1056.0
373,M,65.48,73.56,99.5,0.02,85.0,92.74,76.66,91.9,84.13,91.85,60.0,Caucasian,619.0
374,M,59.11,89.77,98.47,0.03,89.0,95.48,99.44,93.4,86.59,92.9,48.0,Caucasian,143.0
375,F,67.24,95.88,98.18,0.18,100.0,96.1,94.22,93.0,92.23,92.11,45.0,Hispanic,619.0
376,M,65.48,93.15,99.61,0.02,90.0,97.27,93.55,96.0,86.14,97.28,76.0,Caucasian,923.0
377,M,63.5,66.52,46.87,0.06,87.0,43.5,36.93,44.7,52.99,65.69,46.0,Caucasian,906.0
378,F,67.24,94.19,95.74,0.02,97.0,93.35,94.69,76.05,87.25,89.82,46.0,African-American,803.0
379,M,61.89,68.4,77.48,0.02,87.0,85.59,61.6,56.3,87.39,81.29,58.0,Caucasian,803.0
380,F,51.94,47.65,98.39,0.6,85.0,90.0,75.01,79.64,71.75,92.76,69.0,Asian-Indian,803.0
381,F,49.72,76.79,99.14,8.95,,68.97,90.96,91.5,77.37,91.89,63.0,Hispanic,803.0
382,F,55.22,92.95,97.43,0.11,,97.68,90.73,95.0,92.25,87.56,60.0,Caucasian,644.0
383,M,55.22,77.16,80.04,0.02,98.0,74.43,72.94,12.87,72.64,23.79,36.0,Caucasian,1055.0
384,F,39.65,88.84,32.98,0.43,77.0,89.3,84.05,81.9,88.38,43.16,74.0,African-American,644.0
385,M,58.47,90.63,83.44,16.42,59.0,93.97,66.01,72.42,92.24,73.77,56.0,Hispanic,893.0
386,F,65.48,90.2,99.08,1.51,99.0,96.86,94.4,79.9,92.99,91.55,51.0,Hispanic,644.0
387,F,37.41,97.3,97.59,0.26,52.0,99.27,97.61,94.1,97.01,89.87,52.0,African-American,991.0
388,F,46.19,75.46,71.9,0.65,61.0,91.94,67.18,62.4,69.64,58.78,56.0,Caucasian,121.0
389,F,41.04,25.62,75.36,1.23,,29.35,4.92,65.45,51.34,83.43,37.0,Hispanic,143.0
390,M,61.89,53.91,87.59,0.14,,52.06,48.54,82.7,56.85,86.91,70.0,Caucasian,1055.0
391,F,20.67,80.18,24.58,3.94,46.0,57.84,64.07,41.73,81.29,53.49,35.0,Hispanic,603.0
392,F,55.22,29.89,65.01,0.03,,21.68,12.76,77.0,63.64,82.42,36.0,Caucasian,603.0
393,M,39.65,69.69,10.14,14.07,,39.3,41.23,9.52,86.23,0.98,44.0,Hispanic,991.0
394,F,61.89,69.0,69.69,0.09,97.0,65.09,70.47,80.0,57.5,69.92,43.0,Hispanic,644.0
395,M,70.58,81.09,98.58,0.01,79.0,95.21,82.85,96.1,86.92,89.57,70.0,Caucasian,522.0
396,F,51.94,85.47,65.61,0.04,79.0,89.13,50.05,13.2,89.56,11.98,69.0,Caucasian,644.0
397,F,20.67,95.5,97.4,0.14,64.0,98.73,97.91,95.9,95.15,86.76,66.0,African-American,720.0
398,M,29.12,29.06,64.51,0.95,,36.42,11.81,67.92,54.53,65.74,44.0,Hispanic,509.0
399,M,15.5,54.5,28.58,22.6,,44.13,33.66,9.26,51.69,9.2,39.0,Hispanic,121.0
400,F,58.47,78.39,59.61,0.34,,66.07,81.36,52.53,75.62,54.01,55.0,Caucasian,143.0
401,F,34.36,96.07,99.76,0.28,26.0,99.38,99.75,85.59,96.9,98.38,61.0,Caucasian,991.0
402,F,46.19,56.73,90.14,0.05,,39.79,69.85,76.8,54.12,81.22,48.0,Caucasian,720.0
403,F,55.22,90.28,27.96,0.01,30.0,87.27,66.45,13.77,89.87,10.78,48.0,African-American,511.0
404,F,70.26,96.11,99.54,0.07,84.0,98.75,99.72,93.0,94.29,92.09,45.0,African-American,511.0
405,M,34.36,68.9,74.42,26.17,43.0,78.84,34.8,38.59,57.26,52.48,47.0,Hispanic,1086.0
406,M,58.47,88.38,93.52,0.06,70.0,82.21,84.3,83.6,62.13,87.5,51.0,Caucasian,720.0
407,M,49.72,89.43,99.67,0.06,72.0,98.09,97.39,66.4,92.82,70.46,40.0,African-American,991.0
408,F,25.58,50.37,85.29,27.06,,57.94,16.93,70.72,54.05,80.09,73.0,Hispanic,1086.0
409,M,20.67,77.94,61.78,0.03,53.0,82.71,50.53,14.9,64.2,42.85,45.0,African-American,121.0
410,F,28.43,75.77,86.19,4.76,64.0,91.06,37.59,64.34,83.33,76.42,44.0,Hispanic,511.0
411,F,43.46,75.95,65.08,0.11,91.0,83.53,91.18,82.1,59.11,67.65,39.0,Caucasian,119.0
412,M,51.94,89.66,51.6,0.01,,96.62,80.28,46.62,90.45,59.12,39.0,African-American,119.0
413,F,56.65,45.84,94.69,0.17,,49.97,48.66,70.7,53.7,82.57,43.0,Caucasian,509.0
414,M,13.71,31.64,79.97,0.03,48.0,87.49,64.91,85.1,60.69,78.38,67.0,African-American,991.0
415,F,52.94,91.92,99.17,0.05,89.0,97.96,94.47,94.0,92.45,91.43,51.0,African-American,511.0
416,F,37.37,83.58,64.16,19.73,12.0,73.36,81.11,73.87,82.54,85.94,85.0,Hispanic,991.0
417,M,34.36,45.15,98.33,0.0,,88.72,98.69,92.4,52.56,88.03,41.0,Caucasian,720.0
418,M,39.65,70.06,87.65,0.04,56.0,78.07,36.54,24.73,73.43,43.11,39.0,Vietnamese,511.0
419,M,35.94,78.86,80.92,16.95,,74.29,60.81,63.92,90.21,82.98,44.0,Hispanic,1112.0
420,F,61.89,92.09,78.54,0.08,100.0,94.38,99.46,73.19,89.81,79.79,51.0,Caucasian,709.0
421,F,63.5,96.67,97.44,0.14,83.0,98.75,97.93,93.9,95.44,91.06,51.0,African-American,772.0
422,F,13.71,73.27,19.68,0.02,,18.76,49.61,44.0,64.75,61.23,38.0,Caucasian,149.0
423,F,49.72,57.75,5.01,0.08,61.0,55.11,41.05,12.5,76.17,3.1,65.0,Caucasian,709.0
424,M,39.65,85.7,67.21,0.09,91.0,92.06,95.69,81.2,76.76,90.78,36.0,Caucasian,644.0
425,M,65.48,81.3,86.28,0.06,69.0,95.34,85.0,75.65,79.55,77.79,69.0,Caucasian,1056.0
426,F,55.22,69.96,99.41,0.12,89.0,93.5,95.63,95.6,74.88,92.32,65.0,Caucasian,709.0
427,F,52.94,43.85,24.06,0.16,,45.08,70.54,51.8,69.48,53.83,51.0,Middle Eastern,709.0
428,F,51.94,92.76,98.35,36.7,94.0,96.72,97.42,81.0,91.13,90.45,61.0,Hispanic,709.0
429,M,62.65,96.83,98.8,0.01,95.0,98.94,95.5,84.6,95.02,89.29,51.0,African-American,709.0
430,M,49.72,90.39,86.61,0.0,33.0,96.18,76.49,75.82,81.55,74.65,74.0,Caucasian,709.0
431,F,65.48,88.16,98.76,0.09,67.0,96.56,94.7,95.6,89.79,89.18,78.0,Jewish,149.0
432,F,25.77,95.53,95.93,0.25,37.0,99.28,91.71,93.0,96.41,88.71,89.0,Caucasian,603.0
433,F,39.65,74.38,2.64,0.08,,45.94,44.15,7.6,66.75,5.16,90.0,Caucasian,709.0
434,F,70.26,95.41,99.18,0.06,75.0,98.47,98.56,84.69,92.42,95.34,52.0,African-American,709.0
435,M,28.43,90.72,76.54,0.01,95.0,97.39,92.62,83.5,89.26,69.11,43.0,Caucasian,803.0
436,M,25.77,73.47,75.14,23.92,37.0,84.66,53.69,70.04,76.03,71.67,61.0,Hispanic,149.0
437,M,39.65,86.43,99.27,0.17,5.0,98.65,98.61,96.0,93.23,96.86,67.0,Caucasian,149.0
438,F,22.85,81.21,80.63,0.32,,74.91,69.39,88.8,71.09,72.01,76.0,Caucasian,603.0
439,M,49.72,80.8,87.04,0.07,39.0,88.5,63.36,72.33,77.85,76.62,67.0,Arab-Muslim,751.0
440,F,65.48,97.88,99.38,0.08,100.0,99.48,99.87,96.1,97.42,94.25,70.0,Caucasian,862.0
441,F,61.89,71.7,92.88,0.13,66.0,74.6,83.45,72.0,60.18,85.1,42.0,African-American,862.0
442,M,56.65,85.02,98.53,0.03,85.0,96.93,97.25,96.1,87.41,93.87,70.0,Caucasian,862.0
443,F,65.6,71.18,99.76,0.14,4.0,95.46,97.52,95.8,77.54,97.77,77.0,African-American,862.0
444,M,59.11,90.24,99.34,0.13,,64.66,97.98,94.5,89.53,96.06,55.0,Caucasian,862.0
445,M,55.22,86.73,98.51,0.05,95.0,90.12,61.87,96.0,79.83,93.25,77.0,African-American,803.0
446,F,56.65,88.09,99.17,0.05,81.0,96.89,97.93,96.0,87.93,91.45,75.0,Caucasian,803.0
447,F,69.8,91.56,99.07,0.0,100.0,90.68,90.92,95.3,84.22,91.29,62.0,Caucasian,803.0
448,M,41.04,70.23,27.77,0.1,,51.3,25.57,10.4,66.43,11.08,42.0,Caucasian,1102.0
449,F,61.89,89.25,48.64,0.08,,84.02,91.48,69.9,75.15,60.38,57.0,African-American,803.0
450,M,55.22,78.8,9.24,36.42,,86.83,33.3,5.27,79.15,5.55,90.0,Hispanic,803.0
451,F,52.94,96.31,97.15,0.41,33.0,98.37,94.9,77.44,95.39,83.4,35.0,Arab-Muslim,1078.0
452,F,52.94,83.48,99.52,0.07,62.0,74.73,97.34,88.5,72.16,97.39,44.0,Caucasian,803.0
453,M,63.5,43.88,98.03,0.02,90.0,91.98,90.89,96.1,71.85,87.99,69.0,Caucasian,862.0
454,F,20.67,58.9,83.5,26.08,45.0,60.35,37.9,69.36,51.98,76.05,59.0,Hispanic,624.0
455,M,65.48,94.79,98.52,0.01,89.0,94.92,97.1,95.3,90.35,89.6,61.0,African-American,862.0
456,F,28.43,95.55,97.28,3.5,82.0,99.08,97.07,84.51,95.28,83.83,51.0,African-American,901.0
457,M,25.77,75.14,91.36,30.74,61.0,83.36,18.94,66.47,79.09,83.02,59.0,Hispanic,1102.0
458,M,53.62,86.08,88.21,0.02,,94.96,74.1,85.5,77.96,88.72,68.0,Caucasian,143.0
459,M,73.56,88.04,99.66,0.02,,92.64,93.1,92.4,86.75,92.28,41.0,African-American,362.0
460,F,73.56,44.92,98.66,0.13,81.0,89.08,86.21,96.0,56.97,91.56,68.0,Caucasian,644.0
461,M,46.19,69.3,88.43,26.06,62.0,85.0,72.31,71.82,78.0,82.54,54.0,Hispanic,644.0
462,M,39.65,88.98,98.48,10.58,,89.04,89.25,78.71,87.67,87.66,43.0,Hispanic,991.0
463,F,35.94,92.31,98.14,12.98,,89.67,92.48,79.05,88.1,84.18,44.0,Hispanic,991.0
464,F,73.56,96.47,89.98,0.14,78.0,98.17,96.81,72.08,90.88,88.59,46.0,African-American,1055.0
465,F,25.77,26.88,34.4,4.91,,19.54,22.91,45.14,54.21,63.42,39.0,Hispanic,603.0
466,F,67.24,97.55,99.24,0.05,94.0,99.42,99.52,92.8,97.21,92.14,44.0,Caucasian,619.0
467,F,28.43,89.22,46.01,0.1,97.0,94.67,98.47,88.3,82.08,76.57,59.0,African-American,1055.0
468,F,33.7,62.9,48.06,0.02,,20.59,21.24,10.5,65.7,9.76,43.0,Caucasian,639.0
469,M,39.65,83.13,90.2,0.03,,74.6,59.58,91.1,79.69,80.11,35.0,Caucasian,603.0
470,F,58.47,75.91,85.2,0.91,,55.23,69.96,78.4,71.11,75.53,51.0,Caucasian,644.0
471,M,55.22,95.32,99.51,0.04,24.0,99.01,99.77,92.2,95.91,93.58,41.0,African-American,619.0
472,M,23.27,79.16,66.34,7.56,4.0,95.34,64.98,71.06,78.31,78.41,86.0,Hispanic,751.0
473,F,39.65,49.28,99.65,0.15,99.0,74.78,55.82,93.3,58.55,93.64,65.0,Caucasian,639.0
474,M,25.77,71.23,59.29,27.03,9.0,73.09,47.23,60.01,78.43,56.65,68.0,Hispanic,603.0
475,F,18.9,82.08,25.72,0.93,,93.47,73.04,56.27,81.3,53.8,62.0,Caucasian,991.0
476,F,33.7,83.04,98.62,0.02,87.0,94.95,97.07,95.6,83.41,91.51,64.0,Caucasian,639.0
477,F,70.26,57.77,92.71,0.19,96.0,79.23,3.0,83.4,68.83,81.15,53.0,Caucasian,803.0
478,M,51.94,71.53,86.22,0.06,,78.23,18.52,40.2,66.92,35.02,49.0,Caucasian,143.0
479,M,63.5,37.38,20.52,0.02,,29.46,31.75,68.85,59.04,46.47,79.0,Asian,619.0
480,M,65.48,90.36,98.65,0.04,95.0,96.42,99.03,96.0,88.43,97.57,68.0,Caucasian,772.0
481,F,75.9,59.32,78.82,0.1,100.0,72.7,42.57,29.1,81.27,45.13,60.0,Caucasian,772.0
482,M,49.92,85.26,63.76,0.81,76.0,90.2,82.71,40.59,91.7,42.23,47.0,African-American,509.0
483,F,28.43,97.18,98.93,0.01,78.0,98.57,98.6,93.7,96.83,93.6,49.0,Jewish,906.0
484,M,25.58,94.68,98.22,0.01,74.0,98.56,96.6,96.1,96.62,90.51,69.0,Caucasian,603.0
485,M,49.72,94.14,97.94,0.02,87.0,98.61,99.16,96.1,93.48,89.79,74.0,Caucasian,511.0
486,F,73.56,64.6,89.46,0.04,94.0,87.19,97.43,84.0,57.93,83.24,44.0,Caucasian,772.0
487,F,65.48,90.61,99.67,0.78,,97.78,92.72,80.24,92.0,91.03,54.0,Hispanic,772.0
